name,dEmin,dEmax,Emean,CSvis,dCSvis,TrigEff,TrigErr,RegEff,RegErr,CS,dCS
640,0.00000,0.00000,638.53000,0.11902,0.01354,0.97950,0.01990,0.22149,0.00818,0.54861,0.06654
680,0.00000,0.00000,678.27000,0.07293,0.00976,0.91770,0.04420,0.19868,0.00841,0.39998,0.05935
720,0.00000,0.00000,717.46000,0.05631,0.00788,0.91250,0.04680,0.17370,0.00742,0.35526,0.05510
760,0.00000,0.00000,757.30000,0.07820,0.01020,0.95270,0.03190,0.17260,0.00606,0.47557,0.06618
800,0.00000,0.00000,797.50000,0.12368,0.01272,0.96550,0.01930,0.15312,0.00423,0.83661,0.09067
840,0.00000,0.00000,837.05000,0.09578,0.01088,0.96250,0.02100,0.12927,0.00325,0.76981,0.09115
860,0.00000,0.00000,857.92000,0.03275,0.00673,0.85200,0.05990,0.12340,0.00317,0.31146,0.06808
880,0.00000,0.00000,878.86000,0.01384,0.00391,0.94740,0.04890,0.11201,0.00332,0.13038,0.03763
920,18.79000,19.34000,917.80000,0.00605,0.00165,0.86110,0.05790,0.08987,0.00396,0.07824,0.02227
950,10.91000,9.93000,962.51000,0.00416,0.00159,0.74660,0.08110,0.06116,0.00384,0.09118,0.03671
960,5.00000,5.74000,988.50000,0.00540,0.00222,0.91840,0.07300,0.04971,0.00409,0.11825,0.05040
